gene_id	gene_name	logCPM	logFC	PValue	FDR	location	gene_biotype	entrezid	ave_tx_len	gc_content	rankingStat	signedRank	DE
ENSG00000166068	SPRED1	7.232726359741471	0.864052859012337	5.253685148516371e-8	2.1853829164928526e-5	15:38252836-38357249:+	protein_coding	161742	2991.3333333333335	38.644974370403425	7.279535957884021	14532	TRUE
ENSG00000085377	PREP	6.6896132924155225	1.225818130615438	5.8467788156224404e-8	2.3645347993513086e-5	6:105273218-105454062:-	protein_coding	5550	3994.3333333333335	43.94558958524576	7.233083335266803	14531	TRUE
ENSG00000168502	MTCL1	4.191981484835422	1.191260301519135	6.259244044028623e-8	2.4290802376138794e-5	18:8705661-8832778:+	protein_coding	23255	2489.5625	56.50591218336556	7.203478115245112	14530	TRUE
ENSG00000110104	CCDC86	5.668738230404288	1.2633019640436811	6.593087515634398e-8	2.4290802376138794e-5	11:60842113-60851081:+	protein_coding	79080	1650.75	57.53445403604422	7.1809111594595665	14529	TRUE
ENSG00000133424	LARGE1	6.339489303399896	1.0549714031341881	6.664281141735283e-8	2.4290802376138794e-5	22:33162226-33922841:-	protein_coding	9215	3213.03125	51.16760846941653	7.176246689913276	14528	TRUE
ENSG00000146535	GNA12	7.916051944352735	0.8722772960926252	6.673755718425384e-8	2.4290802376138794e-5	7:2728105-2844308:-	protein_coding	2768	2527.875	54.591306927755504	7.17562969400749	14527	TRUE
ENSG00000113645	WWC1	6.9578684255744365	0.9918050479224225	7.485636440415885e-8	2.6581312423418264e-5	5:168291645-168472303:+	protein_coding	23286	1768.25	53.661812526509244	7.125771269360975	14526	TRUE
ENSG00000139211	AMIGO2	6.231816252636306	-1.1452508417937783	8.720308814823444e-8	3.022832762738441e-5	12:47075707-47079951:-	protein_coding	347902	3225.6666666666665	44.610933140436096	-7.059468134998744	8	TRUE
ENSG00000154734	ADAMTS1	5.557676598806019	1.4473479951573247	9.08037790693324e-8	3.07444702202421e-5	21:26835755-26845409:-	protein_coding	9510	2109.6666666666665	45.90772633907407	7.04189607664626	14525	TRUE
ENSG00000005469	CROT	5.081137786937729	1.543081102157409	9.460202744801248e-8	3.1302520854900306e-5	7:87345664-87399794:+	protein_coding	54677	1574.4285714285713	39.35214590327558	7.024099555986697	14524	TRUE
ENSG00000181418	DDN	2.18323243937493	1.7261344378742562	1.0027507697457564e-7	3.244232990384104e-5	12:48995149-48999375:-	protein_coding	23109	3815	61.8872870249017	6.998806995966903	14523	TRUE
ENSG00000184588	PDE4B	5.257671950297952	-1.1026856548165325	1.0454872671307087e-7	3.308967200468693e-5	1:65792514-66374579:+	protein_coding	5142	1508.7222222222222	43.59097102036307	-6.9806812520366925	9	TRUE
ENSG00000150594	ADRA2A	1.9331036253639793	1.9464863819575786	1.1977513498486179e-7	3.710225936690644e-5	10:111077029-111080907:+	protein_coding	150	3879	59.7061098221191	6.9216333310258795	14522	TRUE
ENSG00000160862	AZGP1	9.595974331371984	1.0066386978520925	1.6062370244631415e-7	4.871917674824766e-5	7:99966720-99976042:-	protein_coding	563	988.8333333333334	53.29512893982807	6.7941903676370465	14521	TRUE
ENSG00000049759	NEDD4L	6.695218925584242	0.8810365158088465	1.6527185369087757e-7	4.908848449988864e-5	18:58044226-58401540:+	protein_coding	23327	2835.4918032786886	44.91197641141271	6.781801101828148	14520	TRUE
ENSG00000169083	AR	8.55128517679329	-0.9098625620944518	1.685846709935045e-7	4.908848449988864e-5	X:67544021-67730619:+	protein_coding	367	4503.375	52.22194465262166	-6.773181917288924	10	TRUE
ENSG00000124224	PPP4R1L	2.72782307855105	-2.6455982461079848	1.9185202750602885e-7	5.4178987754146666e-5	20:58228940-58309451:-	transcribed_unprocessed_pseudogene	NA	2149.2727272727275	46.04094408256493	-6.717033606786084	11	TRUE
ENSG00000198435	NRARP	6.229136103149653	0.9802745482098428	1.9640757473792175e-7	5.4178987754146666e-5	9:137299631-137302271:-	protein_coding	441478	2641	59.219992427110896	6.706841767040693	14519	TRUE
ENSG00000058600	POLR3E	6.797178144264451	0.9100931449876316	1.9723101524622385e-7	5.4178987754146666e-5	16:22297375-22335101:+	protein_coding	55718	1643.7894736842106	55.15496926229508	6.705024789743933	14518	TRUE
ENSG00000166197	NOLC1	8.09936043636836	0.8214770933357115	2.1726190615434182e-7	5.8576223920390045e-05	10:102152176-102163871:+	protein_coding	9221	2404.8888888888887	48.429125854740334	6.663016414485984	14517	TRUE
ENSG00000145569	OTULINL	2.96956689982426	1.5571864041639005	2.213821167546909e-7	5.860185886966445e-5	5:14581792-14616180:+	protein_coding	54491	2668	40.31734132933538	6.654857464344562	14516	TRUE
ENSG00000214313	AZGP1P1	7.066850337933694	1.1879648467895572	2.4745955524802114e-7	6.433506544385606e-5	7:99980762-99987535:+	transcribed_unprocessed_pseudogene	646282	1041.5	55.112818050888116	6.606495771954385	14515	TRUE
ENSG00000145703	IQGAP2	5.64874939652028	1.460895340071528	2.7679374860122406e-7	7.069895062956528e-5	5:76403285-76708132:+	protein_coding	10788	1822.7368421052631	40.98521598521598	6.557843722664163	14514	TRUE
ENSG00000165732	DDX21	7.817444521977781	0.8242563723549592	2.8229500546864413e-7	7.086091352789638e-5	10:68956170-68985068:+	protein_coding	9188	4746.5	40.535131149267855	6.549296805581724	14513	TRUE
ENSG00000132382	MYBBP1A	5.3696161064225985	0.8962465624671069	2.9857448635334914e-7	7.365173470128155e-5	17:4538897-4555386:-	protein_coding	10514	1776.3846153846155	60.80630494089119	6.5249473061533925	14512	TRUE
ENSG00000017797	RALBP1	6.587416745615728	0.8033761939108455	3.035307426387041e-7	7.365173470128155e-5	18:9475009-9538114:+	protein_coding	10928	2451.1666666666665	46.89603590127148	6.5177973155205535	14511	TRUE
ENSG00000135899	SP110	5.028235893798466	-0.8933964207892859	3.2813126022038975e-7	7.831578717292877e-5	2:230165186-230225729:-	protein_coding	3431	1526.1333333333334	45.86755198322557	-6.483952393525821	12	TRUE
ENSG00000142197	DOP1B	6.822303387919068	0.9688709239276329	3.8371785339531514e-7	9.010561657390957e-5	21:36156782-36294274:+	protein_coding	9980	2721.5	51.07477494029029	6.415987993737082	14510	TRUE
ENSG00000179104	TMTC2	5.357142699461722	0.9382561859990178	4.0374864298898174e-7	9.330438878216803e-5	12:82686880-83134870:+	protein_coding	160335	4478.6	43.74134774259813	6.393888924334865	14509	TRUE
ENSG00000134516	DOCK2	3.1173881946650708	-2.1015941526966393	4.1032698345542813e-7	9.334297737699341e-5	5:169637268-170083382:+	protein_coding	1794	1822.7222222222222	49.593099454417995	-6.38686992251525	13	TRUE
ENSG00000137709	POU2F3	5.161366494162481	-0.9595331338118188	4.2861834262757937e-7	9.600391462022966e-5	11:120236640-120319945:+	protein_coding	25833	2026	50.95896206458893	-6.367929247359787	14	TRUE
ENSG00000164823	OSGIN2	7.496593160729608	-0.8383907525873212	4.38186413663221e-7	9.665993934125507e-5	8:89901849-89927888:+	protein_coding	734	3307.5	37.12773998488281	-6.358341092230735	15	TRUE
ENSG00000249956	UGT2B24P	0.5982755396515964	5.721609537660186	4.972052925592443e-7	1.0692336800920904e-4	4:69408828-69423164:+	processed_pseudogene	NA	1597	41.20225422667501	6.303464257107945	14508	TRUE
ENSG00000107815	TWNK	4.761075412453208	0.8268889809699634	4.994016776307586e-7	1.0692336800920904e-4	10:100987367-100994403:+	protein_coding	56652	1857	53.245976186202356	6.301550003064852	14507	TRUE
ENSG00000101846	STS	7.52659470495217	-0.8806616910059226	5.094176580418804e-7	1.0748712584683677e-4	X:7147237-7804358:+	protein_coding	412	5132.285714285715	44.74196960418638	-6.292926005078654	16	TRUE
ENSG00000188001	TPRG1	2.8221650240818668	-1.8916889248452784	5.511744107237678e-7	1.1463640351039051e-4	3:188947214-189325304:+	protein_coding	285386	1068.2	43.219122511389884	-6.258710953544982	17	TRUE
ENSG00000158050	DUSP2	3.917143839783554	1.1763696572614344	5.62853131135441e-7	1.1541660191832232e-4	2:96143169-96145440:-	protein_coding	1844	1229	63.30349877949553	6.249604913600776	14506	TRUE
ENSG00000167183	PRR15L	7.214584293112553	1.031689628261242	6.493141300806758e-7	1.3129672805339666e-4	17:47951967-47957883:-	protein_coding	79170	1524	52.23097112860889	6.18754514610415	14505	TRUE
ENSG00000166387	PPFIBP2	6.4968531257369415	-1.0043934582271499	7.115155143259069e-7	1.4190348456261475e-4	11:7513298-7657127:+	protein_coding	8495	1100.1851851851852	51.85322336307019	-6.147815625850008	18	TRUE
ENSG00000109670	FBXW7	7.019343816068808	-0.8582974367881232	7.369191215295287e-7	1.449838579776812e-4	4:152320544-152536092:-	protein_coding	55294	2108.75	42.3947836395969	-6.132580174285978	19	TRUE
ENSG00000138829	FBN2	2.480618464245125	-1.5571213739257528	7.768549614320957e-7	1.497679625218044e-4	5:128257909-128659185:-	protein_coding	2201	4799.428571428572	49.127872365757824	-6.10966005626909	20	TRUE
ENSG00000275342	PRAG1	5.270691751784987	1.1148860003875887	7.818095440385421e-7	1.497679625218044e-4	8:8317736-8386439:-	protein_coding	157285	4742	62.083509067903876	6.106899032166788	14504	TRUE
ENSG00000163884	KLF15	2.153220696298952	1.6496378277762982	7.965592992778922e-7	1.506117771193095e-4	3:126342635-126357408:-	protein_coding	28999	1543.5	60.090702947845784	6.098781887922422	14503	TRUE
ENSG00000130826	DKC1	8.981626350745332	0.880651497036163	8.394912013108251e-7	1.5508661678566936e-4	X:154762742-154777689:+	protein_coding	1736	1026.6923076923076	48.08571214505133	6.075983851333177	14502	TRUE
ENSG00000143153	ATP1B1	6.553355137066069	1.0189276548391333	8.450376238742939e-7	1.5508661678566936e-4	1:169105697-169132722:+	protein_coding	481	1847.3333333333333	44.58679177192349	6.073123954390856	14501	TRUE
ENSG00000147689	FAM83A	2.401421057888535	-1.5244124994762445	8.5218279709139e-7	1.5508661678566936e-4	8:123178960-123210079:+	protein_coding	84985	1864.5	55.48404397961921	-6.06946723709601	21	TRUE
ENSG00000171617	ENC1	4.7465350654854	-0.8942019114558534	9.386463694747146e-7	1.6871299374299223e-4	5:74627406-74641424:-	protein_coding	8507	3553.375	49.52685826854752	-6.027497995286984	22	TRUE
ENSG00000157911	PEX10	4.901969507193192	0.8936089052278284	9.566977685383113e-7	1.698605220993814e-4	1:2403964-2413797:-	protein_coding	5192	1473.6666666666667	60.974138581014856	6.019225239011799	14500	TRUE
ENSG00000065183	WDR3	6.264085455761614	0.8047821426644124	9.73409970552476e-7	1.7074549109968068e-4	1:117929720-117966543:+	protein_coding	10885	3112.75	41.241667335956926	6.011704209629655	14499	TRUE
ENSG00000121966	CXCR4	4.054003704813902	-1.5368332143279515	1.0587037662913355e-6	1.8349604920756614e-4	2:136114349-136118149:-	protein_coding	7852	1682.6666666666667	45.701267828843086	-5.975225541934409	23	TRUE
ENSG00000103460	TOX3	5.846543795173587	1.047713169273665	1.087705459731065e-6	1.8584177825129843e-4	16:52436417-52547802:-	protein_coding	27324	2523.4	44.09923119600536	5.963488691523239	14498	TRUE
ENSG00000204103	MAFB	6.950833489589894	0.9867154983545668	1.098341876230971e-6	1.8584177825129843e-4	20:40685848-40689236:-	protein_coding	9935	3389	56.4178223664798	5.959262457836182	14497	TRUE
ENSG00000069974	RAB27A	5.327554922227606	0.9795225256355977	1.110531953284083e-6	1.8584177825129843e-4	15:55202966-55319113:-	protein_coding	5873	1189.3333333333333	42.684977578475326	5.954468941000864	14496	TRUE
ENSG00000120899	PTK2B	4.105022886016965	1.0549482768739797	1.1904494030469553e-6	1.9496611766238272e-4	8:27311482-27459391:+	protein_coding	2185	1553.2941176470588	56.316746194046814	5.924289058423297	14495	TRUE
ENSG00000106541	AGR2	8.655261887018607	-0.9680906784096164	1.1918390323478304e-6	1.9496611766238272e-4	7:16791811-16833433:-	protein_coding	10551	727.7142857142857	42.226148409893995	-5.923782395672688	24	TRUE
ENSG00000130810	PPAN	3.6121980753592275	0.9217469806064729	1.2725628843035473e-6	2.0585825591750386e-4	19:10106362-10112012:+	protein_coding	56342	1029.875	62.046364850103146	5.8953207475914065	14494	TRUE
ENSG00000099860	GADD45B	4.3043491141770085	0.8431852510472084	1.3325632866342904e-6	2.131954823088861e-4	19:2476122-2478259:+	protein_coding	4616	865.5714285714286	59.39924079881167	5.875312156122497	14493	TRUE
ENSG00000179041	RRS1	6.0994489426693566	0.8007821517709826	1.4288090941216584e-6	2.2610903914475243e-4	8:66429014-66430733:+	protein_coding	23212	1720	56.2790697674419	5.845025794237804	14492	TRUE
ENSG00000162817	C1orf115	6.812279474842892	-0.9718899469823524	1.4960311149488486e-6	0.00023420125809183104	1:220690363-220699153:+	protein_coding	79762	2891	53.3033552404012	-5.825059373777664	25	TRUE
ENSG00000124357	NAGK	6.990694557839147	0.8340351968103347	1.5304844428534245e-6	2.3578563706547448e-4	2:71064344-71079808:+	protein_coding	55577	1222.2758620689656	54.045590475653114	5.8151710805829815	14491	TRUE
ENSG00000048162	NOP16	4.83765038180516	1.066677294692666	1.5662652055450905e-6	2.3578563706547448e-4	5:176383938-176388927:-	protein_coding	51491	791.6363636363636	54.3178686265503	5.805134699779264	14490	TRUE
ENSG00000151835	SACS	4.007553081728739	0.9102107826382356	1.5766171559571952e-6	2.3578563706547448e-4	13:23328826-23433740:-	protein_coding	26278	7684	39.53409682457051	5.802273751972676	14489	TRUE
ENSG00000164574	GALNT10	8.29002723733922	-0.9301644036574503	1.5843031687165156e-6	2.3578563706547448e-4	5:154190730-154420984:+	protein_coding	55568	2450.9	52.6663674568526	-5.800161709171808	26	TRUE
ENSG00000155380	SLC16A1	3.8363925158024585	1.1605727786560303	1.587127717042139e-6	2.3578563706547448e-4	1:112911847-112957013:-	protein_coding	6566	1882	44.534689540003036	5.799388123922617	14488	TRUE
ENSG00000255774	LINC02747	3.03860141886698	-1.4356441900457038	1.6290666134775096e-6	2.3957152349110165e-4	11:69475567-69481545:-	lncRNA	105379407	1446.5	57.690978223297584	-5.788061156775459	27	TRUE
ENSG00000144218	AFF3	2.778254217163399	1.4916981769543916	1.6907197277488526e-6	2.461518851629555e-4	2:99545419-100192428:-	protein_coding	3899	1880.111111111111	50.21964816894196	5.771928379853722	14487	TRUE
ENSG00000116337	AMPD2	5.502567299859494	0.728391390598586	1.791693684845692e-6	2.5826998373929135e-4	1:109616104-109632053:+	protein_coding	271	1779.3939393939395	59.57765667574932	5.746736237058016	14486	TRUE
ENSG00000250488	LINC02233	2.9433718935543873	-2.3435326047138703	2.090232671857302e-6	2.961670921285941e-4	4:159665833-159777828:-	lncRNA	NA	1072	38.5261194029851	-5.679805368204982	28	TRUE
ENSG00000118965	WDR35	4.239577870700253	0.8495542694562309	2.095281989782622e-6	2.961670921285941e-4	2:19910260-19990131:-	protein_coding	57539	3717.6666666666665	39.55437998744731	5.678757520017399	14485	TRUE
ENSG00000137460	FHDC1	4.668484532265171	0.8655779209454731	2.1595517808662873e-6	3.0231648440031035e-4	4:152936352-152979696:+	protein_coding	85462	6531.5	51.779836178519446	5.66563637815277	14484	TRUE
ENSG00000177398	UMODL1	2.8237364750088947	-1.514324989167057	2.215731235414781e-6	3.0722696244194094e-4	21:42062959-42143453:+	protein_coding	89766	2310.4285714285716	56.44592839918384	-5.6544829199612785	29	TRUE
ENSG00000151715	TMEM45B	7.629759991905951	0.7095742551407027	2.294353395384793e-6	3.151272743717661e-4	11:129815848-129860003:+	protein_coding	120224	1098.8	47.67018565708048	5.639339687635716	14483	TRUE
ENSG00000215110	UGT2B25P	0.6754700774982398	3.7420860230117805	2.389776529383936e-6	3.2516594851682924e-4	4:69389492-69402081:+	processed_pseudogene	NA	1586	40.6052963430013	5.621642708505003	14482	TRUE
ENSG00000167291	TBC1D16	8.129653147866883	0.850287492032312	2.4839659317698035e-6	3.3358484398963024e-4	17:79932343-80035872:-	protein_coding	125058	2928.1111111111113	58.691610063370426	5.60485436491488	14481	TRUE
ENSG00000110660	SLC35F2	4.812195350992587	0.8074371800080973	2.497475650447812e-6	3.3358484398963024e-4	11:107790991-107928293:-	protein_coding	54733	1628.8333333333333	48.63399160953648	5.6024987373072666	14480	TRUE
ENSG00000078804	TP53INP2	4.792636184195041	-0.8175655325692476	2.5522535383402048e-6	3.378023569517731e-4	20:34704339-34713439:+	protein_coding	58476	2266	57.44704324801411	-5.593076185423917	30	TRUE
ENSG00000164938	TP53INP1	6.525857997398884	-0.7341199996530664	2.6124939027509918e-6	3.4266034892028546e-4	8:94925972-94949378:-	protein_coding	94241	5618	39.337842648629405	-5.582944714471201	31	TRUE
ENSG00000261236	BOP1	7.193877083719355	0.6545731506180432	2.7157961217708907e-6	3.5296409235603275e-4	8:144262045-144291438:-	protein_coding	23246	981.5	65.47800984887078	5.566102836200566	14479	TRUE
ENSG00000214252	AZGP1P2	1.250418035249757	1.4911546781111467	2.75570057778657e-6	3.5296409235603275e-4	7:101287482-101289771:-	unprocessed_pseudogene	NA	345	53.9130434782609	5.559767972714862	14478	TRUE
ENSG00000274173	AL035661.1	3.0775826407872042	-0.9424275020253924	2.7637823015720676e-6	3.5296409235603275e-4	20:24931840-24932983:+	lncRNA	NA	1144	42.2202797202797	-5.558496168587801	32	TRUE
ENSG00000115758	ODC1	6.695586291250511	0.6386000837195042	2.815211576691263e-6	3.5640578560911385e-4	2:10439968-10448327:-	protein_coding	4953	1394.5	49.04983865184653	5.550488960266785	14477	TRUE
ENSG00000071967	CYBRD1	6.410320757573308	-0.7332313644200212	2.9137382344117124e-6	3.6569926685172516e-4	2:171522247-171558129:+	protein_coding	79901	1675.2857142857142	44.32506182314315	-5.535549467136021	33	TRUE
ENSG00000116133	DHCR24	10.211270570083963	0.7298358085169202	2.954671531396015e-6	3.676672036375605e-4	1:54849627-54887195:-	protein_coding	1718	2621.3333333333335	55.137334689725336	5.52949079228904	14476	TRUE
ENSG00000121057	AKAP1	5.748460829230274	0.7971079448143306	3.0938711081535268e-6	3.817260124034508e-4	17:57085092-57121346:+	protein_coding	8165	1678.9473684210527	54.943573667711604	5.509497783132993	14475	TRUE
ENSG00000076716	GPC4	4.009823195795285	-0.8788226065421573	3.440562168515448e-6	4.209339883312303e-4	X:133300103-133415489:-	protein_coding	2239	4959	44.767090139141	-5.463370590353768	34	TRUE
ENSG00000121858	TNFSF10	3.914174150185853	-0.8861384329748352	3.585650253504495e-6	4.3502901700643285e-4	3:172505508-172523475:-	protein_coding	8743	1071	42.43697478991595	-5.445432074054564	35	TRUE
ENSG00000269516	CYP4F23P	2.4781928620068037	1.5848812666284824	3.6328672298965857e-6	4.3711499173606935e-4	19:15564074-15584709:+	transcribed_unprocessed_pseudogene	NA	877	57.81071835803881	5.439750473972389	14474	TRUE
ENSG00000280623	PCAT14	1.4997060260662882	1.6665919250510794	3.6928289771772412e-6	4.392244824165541e-4	22:23536881-23547797:+	lncRNA	NA	1996	43.15297261189041	5.432640804991339	14473	TRUE
ENSG00000147642	SYBU	3.582450082085912	1.2445754537657243	3.7107364061567524e-6	4.392244824165541e-4	8:109573978-109691791:-	protein_coding	55638	1623.8684210526317	51.339394234041514	5.430539894860989	14472	TRUE
ENSG00000047648	ARHGAP6	2.857351371950347	1.1203025434228735	3.901959695582797e-6	4.5570620621451194e-4	X:11117651-11665920:-	protein_coding	395	3785.6666666666665	51.43377065539609	5.408717220865742	14471	TRUE
ENSG00000179094	PER1	4.1735461567512004	0.8780120774938559	3.912581618024177e-6	4.5570620621451194e-4	17:8140472-8156506:-	protein_coding	5187	1472.842105263158	62.57146941109206	5.407536589793659	14470	TRUE
ENSG00000144824	PHLDB2	2.60317132150099	-1.217300304819491	4.068411268298237e-6	4.669317283915788e-4	3:111732497-111976517:+	protein_coding	90102	3167.8333333333335	42.30020518756248	-5.39057515149058	36	TRUE
ENSG00000166833	NAV2	2.4084220157979828	1.192953244756387	4.073104574883612e-6	4.669317283915788e-4	11:19350724-20121601:+	protein_coding	89797	4608	53.42243668300654	5.390074439481428	14469	TRUE
ENSG00000145220	LYAR	4.674698095604883	0.7681727110450951	4.2332362418736205e-6	4.814975503549847e-4	4:4267701-4290154:-	protein_coding	55646	1132	42.57950530035335	5.373327494417739	14468	TRUE
ENSG00000165271	NOL6	6.853207651693242	0.6946223587793107	4.354612974270352e-6	4.914636456775353e-4	9:33461353-33473930:-	protein_coding	65083	2811	56.84216767461165	5.361050437810829	14467	TRUE
ENSG00000196091	MYBPC1	1.4103016952203762	3.5069796095842234	4.694603029305281e-6	5.257594269511967e-4	12:101568353-101686028:+	protein_coding	4604	2379	45.32716827798796	5.328401125329939	14466	TRUE
